Price,Type,Rooms_group,Bathroom_group,Car_group,date_month,YearBuilt,BuildingArea,Landsize,Suburb,Distance,CouncilArea,Postcode,airbnb_entire_home_price_mean,airbnb_one_room_price_mean,airbnb_location_score_mean
470000.0,u,1,1,1,2017-02,,,900.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
640000.0,u,2,1,0,2017-02,1940.0,80.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
932000.0,u,2,2,1,2017-02,2012.0,110.0,799.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
645000.0,u,2,1,1,2017-02,1975.0,75.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
347000.0,u,1,1,1,2017-02,1970.0,37.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
875000.0,u,2,1,1,2016-07,1930.0,83.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
582500.0,u,2,1,1,2016-07,1970.0,65.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
570000.0,u,2,1,1,2016-07,1940.0,50.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
1875000.0,h,4,3 o más,0,2016-06,2005.0,211.0,235.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
326000.0,u,1,1,1,2016-06,,,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
340000.0,u,1,1,1,2016-06,1970.0,42.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
2200000.0,h,4,3 o más,2,2016-06,1900.0,218.0,348.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
687500.0,u,2,1,1,2016-06,1930.0,69.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
680000.0,u,2,1,1,2016-11,1960.0,,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
730000.0,u,2,1,1,2016-11,1940.0,85.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
526000.0,u,2,1,0,2016-11,1930.0,47.0,0.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
920000.0,t,3,2,2,2016-11,2010.0,18.0,758.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
1830000.0,h,3,2,2,2016-05,1925.0,162.0,374.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
572500.0,u,2,2,1,2016-08,1960.0,,1307.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
1925000.0,h,3,1,1,2016-08,1923.0,,393.0,Elwood,7.7,Port Phillip,3184.0,177.83471074380165,68.39784946236558,9.852173913043478
1425000.0,h,3,2,2,2016-03,1950.0,147.0,684.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
660000.0,u,2,1,1,2016-03,1980.0,113.0,263.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
550000.0,u,2,1,1,2016-03,1980.0,83.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
980000.0,h,3,1,1,2016-03,,,445.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1295000.0,h,3,1,3 o más,2016-03,1930.0,105.0,688.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1900000.0,h,4,1,2,2016-03,,,733.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
595000.0,t,2,1,2,2016-03,1990.0,89.0,752.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
911000.0,h,3,2,2,2016-04,2008.0,98.0,225.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
900000.0,h,4,2,1,2017-04,1980.0,210.0,288.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
645000.0,u,2,1,1,2017-04,1980.0,76.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1965000.0,h,4,2,3 o más,2017-04,,,704.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
840000.0,u,3,2,1,2017-04,,,282.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
702500.0,u,2,1,1,2017-04,2008.0,77.0,168.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
960000.0,h,3,1,2,2017-04,1950.0,106.0,549.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1670000.0,h,4,2,1,2017-04,1920.0,183.0,291.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1100000.0,h,3,2,1,2016-04,1890.0,257.0,789.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1800000.0,h,4,2,2,2016-04,1910.0,215.0,648.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1250000.0,t,4,3 o más,2,2016-06,2015.0,267.0,374.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1365000.0,h,3,1,1,2016-07,,,754.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1130000.0,h,2,1,1,2016-07,1950.0,100.0,646.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
370000.0,u,2,1,3 o más,2016-07,1975.0,55.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1467000.0,h,3,2,2,2016-07,1900.0,171.0,188.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1315000.0,h,2,1,0,2016-07,,,634.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
2390000.0,h,3,1,1,2016-07,,,669.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1240000.0,h,3,2,2,2016-08,,,307.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
456000.0,u,2,1,0,2016-08,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
2800000.0,h,5 o más,3 o más,3 o más,2016-08,2005.0,378.0,877.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
325000.0,u,1,1,1,2016-08,1975.0,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
521000.0,u,2,1,1,2016-10,1970.0,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
645000.0,u,2,1,1,2016-10,,,228.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1160000.0,h,4,3 o más,2,2016-10,2015.0,217.0,256.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
445000.0,u,2,1,1,2016-10,,,916.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
2620000.0,h,5 o más,3 o más,2,2016-10,1930.0,355.0,860.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1226000.0,h,3,1,3 o más,2016-10,1955.0,125.0,533.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
825000.0,h,3,1,3 o más,2016-10,,,477.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1402000.0,h,4,2,1,2017-11,1940.0,193.0,554.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
897000.0,h,3,1,2,2017-11,2000.0,,226.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1240000.0,h,3,1,1,2017-11,,,503.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1990000.0,h,3,2,2,2016-12,,,1021.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
855000.0,h,3,1,2,2016-12,1950.0,116.0,396.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1775000.0,h,4,2,2,2016-12,,,725.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
411000.0,u,2,1,1,2016-12,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1275000.0,h,4,2,2,2016-12,2008.0,160.0,503.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1800000.0,h,5 o más,2,2,2016-12,,,611.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1590000.0,h,4,3 o más,1,2016-12,2007.0,272.0,475.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
606000.0,u,2,1,2,2016-12,1972.0,93.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1385000.0,h,3,2,1,2016-12,1930.0,137.0,619.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
650000.0,t,3,2,1,2016-08,1985.0,129.0,160.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
460000.0,u,2,1,1,2016-05,1960.0,72.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1000000.0,t,3,2,1,2016-05,2013.0,224.0,291.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
980000.0,h,3,1,1,2016-05,,,464.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
520000.0,u,2,1,2,2016-10,1975.0,73.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
585000.0,u,2,1,1,2016-10,,,160.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1295000.0,h,4,2,2,2016-10,,,696.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
720000.0,t,3,1,2,2016-10,1999.0,142.0,190.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
732500.0,h,2,1,1,2016-10,,,196.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1635000.0,h,4,1,2,2016-10,1900.0,227.0,638.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
485000.0,u,2,1,1,2016-10,2010.0,73.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
980000.0,h,3,1,3 o más,2016-10,,,503.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
840000.0,u,3,2,2,2016-10,,,282.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1001000.0,h,2,1,2,2016-10,1915.0,,244.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
891000.0,u,3,2,1,2016-10,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
800000.0,u,2,1,2,2016-04,,,502.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1575000.0,h,5 o más,3 o más,2,2016-04,1988.0,454.0,700.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
280000.0,u,1,1,1,2016-04,1960.0,49.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1467000.0,h,4,2,1,2016-04,1920.0,145.0,683.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
770000.0,h,3,1,0,2016-04,,,438.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
446000.0,u,2,1,1,2016-04,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
890000.0,h,2,1,1,2016-04,1950.0,108.0,649.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
870000.0,h,2,1,2,2016-07,1920.0,120.0,319.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1500000.0,h,4,2,2,2016-07,,,858.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1266000.0,h,3,1,2,2016-07,,,635.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1134000.0,h,3,1,1,2016-09,1950.0,114.0,551.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1756000.0,h,5 o más,2,3 o más,2016-09,,,963.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
320500.0,u,1,1,1,2016-09,1970.0,52.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
650000.0,u,2,1,1,2016-09,1994.0,,156.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1065000.0,h,2,1,2,2016-09,1960.0,143.0,477.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
667000.0,u,2,1,1,2016-09,,,206.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1610000.0,h,4,2,2,2016-09,2010.0,250.0,601.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1695000.0,h,3,1,3 o más,2017-03,,,855.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
930000.0,h,2,1,2,2017-03,1990.0,107.0,225.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1870000.0,h,4,1,1,2017-03,,,700.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
395000.0,u,2,1,1,2017-03,1975.0,68.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1726000.0,h,4,2,2,2017-03,,,705.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1050000.0,h,3,1,1,2017-03,,,420.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1470000.0,h,3,1,1,2017-03,2016.0,120.0,687.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
801500.0,h,3,1,1,2017-03,,,175.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
480000.0,u,2,1,1,2017-03,2011.0,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1475000.0,h,3,1,2,2016-06,1910.0,,388.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
750000.0,t,3,1,1,2016-06,1997.0,145.0,253.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
390000.0,u,2,1,1,2016-06,1970.0,66.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
453000.0,u,2,1,1,2016-11,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1170000.0,u,4,2,2,2016-11,2013.0,180.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1600000.0,h,4,3 o más,1,2016-11,1930.0,218.0,519.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1535000.0,h,4,1,2,2016-11,1900.0,227.0,638.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1400000.0,h,3,2,2,2016-11,,,383.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
435000.0,u,2,1,1,2016-11,1970.0,66.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
457000.0,u,2,1,1,2016-08,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1460000.0,h,3,2,1,2016-08,1920.0,138.0,605.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
736000.0,u,2,1,1,2016-04,1940.0,106.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
405000.0,u,2,1,1,2016-09,1970.0,,121.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
450000.0,u,2,1,1,2016-09,1970.0,65.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
740000.0,u,2,1,1,2016-09,1988.0,104.0,250.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
691000.0,u,2,1,1,2017-02,1995.0,80.0,201.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
370000.0,u,2,1,0,2017-02,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
2355000.0,h,4,2,3 o más,2017-02,1920.0,273.0,715.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1255000.0,h,2,1,1,2017-02,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1560000.0,h,4,1,2,2017-02,1950.0,,650.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1330000.0,h,3,1,3 o más,2016-07,,,687.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1625000.0,h,3,2,1,2016-07,1938.0,165.0,858.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1150000.0,h,3,1,0,2016-07,1900.0,145.0,300.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1085000.0,h,3,1,1,2016-06,,,325.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1800000.0,h,5 o más,2,2,2016-06,,,870.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
360000.0,u,2,1,1,2016-06,1970.0,68.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
645000.0,u,2,1,1,2016-06,1994.0,88.0,170.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
250000.0,u,1,1,1,2016-06,1970.0,125.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1630000.0,h,3,2,2,2016-11,,,563.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
850000.0,h,3,2,1,2016-11,,,580.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
872000.0,u,3,1,1,2016-11,1970.0,135.0,862.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
935000.0,t,3,2,2,2016-11,,,247.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
630000.0,u,2,1,1,2016-11,1975.0,83.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
440000.0,u,2,1,1,2016-11,1970.0,77.0,1011.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1811000.0,h,5 o más,3 o más,2,2016-11,1930.0,284.0,657.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1500000.0,h,3,2,3 o más,2016-05,1930.0,190.0,440.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1290000.0,h,3,1,2,2016-05,,,605.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1045000.0,h,3,1,1,2016-05,,,429.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1290000.0,h,3,1,1,2016-08,1960.0,132.0,618.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
953000.0,h,2,1,1,2016-08,,,414.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1100000.0,h,3,1,2,2016-08,1915.0,700.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
820000.0,u,3,1,1,2016-08,,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1270000.0,h,4,2,2,2016-08,1996.0,266.0,411.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1445000.0,h,3,2,1,2016-08,1910.0,168.0,400.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1113000.0,h,4,1,2,2016-08,1950.0,127.0,533.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
370000.0,u,2,1,1,2016-08,1960.0,59.0,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
1505000.0,h,3,2,2,2016-07,,,625.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
590000.0,t,2,1,1,2016-07,1970.0,,0.0,Essendon,8.0,Moonee Valley,3040.0,165.15,85.80555555555556,9.30952380952381
396000.0,u,2,1,1,2016-03,1975.0,56.0,0.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
1580000.0,h,3,2,2,2016-04,,,758.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
393000.0,u,2,1,1,2016-06,1970.0,,999.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
260000.0,u,1,1,1,2016-10,,,0.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
1320000.0,h,3,1,1,2016-05,,,766.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
450000.0,u,2,1,1,2016-05,1960.0,59.0,88.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
1360000.0,h,5 o más,3 o más,2,2017-03,1930.0,196.0,463.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
340000.0,u,2,1,1,2016-06,1960.0,65.0,0.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
765000.0,u,3,2,1,2016-11,2002.0,134.0,0.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
1605000.0,h,4,2,2,2016-08,1940.0,,607.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
712000.0,u,3,2,2,2016-08,2009.0,104.0,189.0,Essendon North,9.4,Moonee Valley,3041.0,147.92400286089924,70.1090082335574,9.8
1250000.0,h,3,2,0,2016-03,1910.0,144.0,327.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1350000.0,h,3,1,2,2016-03,2000.0,110.0,309.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1125000.0,h,3,1,2,2016-04,,,530.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1064000.0,h,3,1,1,2016-06,1900.0,,235.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1220000.0,h,2,1,2,2016-07,1950.0,92.0,537.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1160000.0,h,4,2,1,2016-07,1890.0,145.0,381.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
505000.0,u,2,1,1,2016-07,1970.0,70.0,0.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
602000.0,u,2,1,1,2016-07,2013.0,77.0,0.0,Fairfield,5.8,Yarra,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
846000.0,t,3,1,1,2016-08,1990.0,107.0,185.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
400000.0,u,2,1,1,2016-10,1970.0,68.0,0.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
610000.0,h,2,1,1,2016-10,,,66.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
445000.0,u,2,1,1,2016-10,1970.0,56.0,0.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
730000.0,u,2,1,1,2017-11,1985.0,,116.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1730000.0,h,4,2,2,2016-10,2007.0,226.0,490.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
438000.0,u,2,1,1,2016-10,,,0.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1700000.0,h,3,2,1,2017-03,,,743.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
510000.0,u,2,1,1,2017-03,1970.0,68.0,1658.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
300000.0,u,1,1,1,2017-03,,,0.0,Fairfield,5.8,Yarra,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
750000.0,h,3,2,1,2016-06,,,170.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
2350000.0,h,3,2,3 o más,2016-06,1950.0,,735.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1350000.0,h,3,1,3 o más,2016-11,1930.0,109.0,553.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
2000000.0,h,4,3 o más,2,2016-05,2015.0,280.0,575.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1010000.0,h,2,1,1,2016-08,,,285.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
1065000.0,h,3,1,2,2016-04,1930.0,,630.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
805000.0,t,2,1,1,2016-09,2008.0,2.0,140.0,Fairfield,5.8,Darebin,3078.0,155.44444444444446,69.28947368421052,9.372881355932204
